# timestamp tx ty tz qx qy qz qw
11784.330000000 -0.11699192329312 0.2511076821885 1.3742387603446 0.050323750007593 0.94153868633806 -0.32841104161395 0.055844516830299
11784.340000000 -0.11487585973368 0.25012558338722 1.3742237397064 0.051327838590713 0.94159052577172 -0.32825861102911 0.054945600804686
11784.350000000 -0.11272191785345 0.24920324608035 1.3742096983902 0.052388630302865 0.94163751973283 -0.32810137896469 0.054071230500727
11784.360000000 -0.11053144680245 0.24834343520078 1.3742092159241 0.053519435745485 0.94167138648389 -0.32796085412613 0.053219808679163
11784.370000000 -0.10830546162845 0.24754837162699 1.3742328322165 0.054732226276507 0.9416837283406 -0.32785888207155 0.05238981420231
11784.380000000 -0.10604223175154 0.24681746474938 1.3742742952991 0.05602825448798 0.94166572826145 -0.32782008702818 0.051579855153844
11784.390000000 -0.10373873051738 0.24614886409049 1.3743194437491 0.057403686608392 0.94160838248665 -0.32787040327693 0.050788477528564
11784.400000000 -0.10139185375858 0.24554072772906 1.3743539940612 0.058854586234563 0.94150265292878 -0.32803579495801 0.050014092348999
11784.410000000 -0.098998399596652 0.24499123290591 1.3743635789547 0.060376976985356 0.94133943247027 -0.32834225244731 0.049255038163488
11784.420000000 -0.096555699794632 0.24449895781173 1.3743358478688 0.06196732123355 0.94111185387757 -0.32880892236299 0.048510021281753
11784.430000000 -0.094065771283775 0.24406563028448 1.3742744805063 0.063625427899465 0.94083120928587 -0.32940168440861 0.047780444400145
11784.440000000 -0.091532731464355 0.24369451377682 1.3741905922288 0.065352758841572 0.94051736305704 -0.33006150735351 0.047069183799474
11784.450000000 -0.08896056173932 0.2433889968178 1.3740951979505 0.067150827078959 0.94019032965953 -0.33072930179626 0.046379298945416
11784.460000000 -0.086353086277396 0.24315260281936 1.3739991829919 0.069021111853037 0.93987026389005 -0.33134607431763 0.045713807630935
11784.470000000 -0.083713768070046 0.24298747051335 1.3739120738067 0.070964635296473 0.93957461154335 -0.331861004565 0.045075975081093
11784.480000000 -0.081043926226161 0.2428839905258 1.3738331596228 0.072979594517688 0.93929854252175 -0.3322866336741 0.044472686922255
11784.490000000 -0.078344026430986 0.24282700630635 1.373756955911 0.07506280594375 0.93902665570172 -0.33266531946617 0.043912415897663
11784.500000000 -0.075614632914405 0.24280135207225 1.3736779565487 0.077211033329696 0.93874340218313 -0.33303966041227 0.043403522694486
11784.510000000 -0.072856355665293 0.24279190160766 1.3735906487554 0.079421049028951 0.93843315100739 -0.33345229653716 0.042954440929624
11784.520000000 -0.070069711567107 0.2427852996394 1.373489993302 0.0816878786119 0.93808368022064 -0.33393670147561 0.042572042459541
11784.530000000 -0.067254392094005 0.24278184710277 1.3733743711347 0.083992487045427 0.93771017204612 -0.33445461108037 0.04224936080278
